rec_id_jahr_wk,UUID,jahr,Nr,Gebiet,gehört zu,Kategorie,Name_Kategorie,Erst-Stimmen,Zweit-Stimmen
,2017-12626,2017,256,Oberallgäu,BL-09,Organisation,Deutsche Mitte,0,431
,2017-12627,2017,256,Oberallgäu,BL-09,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12628,2017,256,Oberallgäu,BL-09,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12629,2017,256,Oberallgäu,BL-09,Organisation,Magdeburger Gartenpartei,0,0
,2017-12630,2017,256,Oberallgäu,BL-09,Organisation,Menschliche Welt,0,0
,2017-12631,2017,256,Oberallgäu,BL-09,Organisation,Partei der Humanisten,0,0
,2017-12632,2017,256,Oberallgäu,BL-09,Organisation,Partei für Gesundheitsforschung,0,211
,2017-12633,2017,256,Oberallgäu,BL-09,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,326
,2017-12634,2017,256,Oberallgäu,BL-09,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12635,2017,256,Oberallgäu,BL-09,Organisation,DIE EINHEIT,0,0
,2017-12636,2017,256,Oberallgäu,BL-09,Organisation,Die Violetten,0,0
,2017-12637,2017,256,Oberallgäu,BL-09,Organisation,Familien-Partei Deutschlands,0,0
,2017-12638,2017,256,Oberallgäu,BL-09,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12639,2017,256,Oberallgäu,BL-09,Organisation,Mieterpartei,0,0
,2017-12640,2017,256,Oberallgäu,BL-09,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12641,2017,256,Oberallgäu,BL-09,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-12642,2017,256,Oberallgäu,BL-09,Organisation,Übrige,0,0
2017-257,2017-12643,2017,257,Ostallgäu,BL-09,Statistik,Wahlberechtigte,247539,247539
,2017-12644,2017,257,Ostallgäu,BL-09,Statistik,Wähler,191581,191581
,2017-12645,2017,257,Ostallgäu,BL-09,Statistik,Ungültige,1692,1412
,2017-12646,2017,257,Ostallgäu,BL-09,Statistik,Gültige,189889,190169
,2017-12647,2017,257,Ostallgäu,BL-09,Organisation,Christlich Demokratische Union Deutschlands,0,0
,2017-12648,2017,257,Ostallgäu,BL-09,Organisation,Sozialdemokratische Partei Deutschlands,21610,23044
,2017-12649,2017,257,Ostallgäu,BL-09,Organisation,DIE LINKE,10153,10387
,2017-12650,2017,257,Ostallgäu,BL-09,Organisation,BÜNDNIS 90/DIE GRÜNEN,16537,16214
,2017-12651,2017,257,Ostallgäu,BL-09,Organisation,Christlich-Soziale Union in Bayern e.V.,93430,79932
,2017-12652,2017,257,Ostallgäu,BL-09,Organisation,Freie Demokratische Partei,10627,19898
,2017-12653,2017,257,Ostallgäu,BL-09,Organisation,Alternative für Deutschland,24018,25384
,2017-12654,2017,257,Ostallgäu,BL-09,Organisation,Piratenpartei Deutschland,0,629
,2017-12655,2017,257,Ostallgäu,BL-09,Organisation,Nationaldemokratische Partei Deutschlands,0,532
,2017-12656,2017,257,Ostallgäu,BL-09,Organisation,FREIE WÄHLER,6445,5112
,2017-12657,2017,257,Ostallgäu,BL-09,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1553
,2017-12658,2017,257,Ostallgäu,BL-09,Organisation,Ökologisch-Demokratische Partei,3813,2593
,2017-12659,2017,257,Ostallgäu,BL-09,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,949
,2017-12660,2017,257,Ostallgäu,BL-09,Organisation,Bayernpartei,2660,2123
,2017-12661,2017,257,Ostallgäu,BL-09,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12662,2017,257,Ostallgäu,BL-09,Organisation,Partei der Vernunft,0,0
,2017-12663,2017,257,Ostallgäu,BL-09,Organisation,Marxistisch-Leninistische Partei Deutschlands,0,35
,2017-12664,2017,257,Ostallgäu,BL-09,Organisation,Bürgerrechtsbewegung Solidarität,0,24
,2017-12665,2017,257,Ostallgäu,BL-09,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12666,2017,257,Ostallgäu,BL-09,Organisation,DIE RECHTE,0,0
,2017-12667,2017,257,Ostallgäu,BL-09,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12668,2017,257,Ostallgäu,BL-09,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-12669,2017,257,Ostallgäu,BL-09,Organisation,"bergpartei, die überpartei",0,0
,2017-12670,2017,257,Ostallgäu,BL-09,Organisation,Bündnis Grundeinkommen,0,345
,2017-12671,2017,257,Ostallgäu,BL-09,Organisation,DEMOKRATIE IN BEWEGUNG,0,219
,2017-12672,2017,257,Ostallgäu,BL-09,Organisation,Deutsche Kommunistische Partei,0,24
,2017-12673,2017,257,Ostallgäu,BL-09,Organisation,Deutsche Mitte,0,424
,2017-12674,2017,257,Ostallgäu,BL-09,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12675,2017,257,Ostallgäu,BL-09,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12676,2017,257,Ostallgäu,BL-09,Organisation,Magdeburger Gartenpartei,0,0
,2017-12677,2017,257,Ostallgäu,BL-09,Organisation,Menschliche Welt,0,0
,2017-12678,2017,257,Ostallgäu,BL-09,Organisation,Partei der Humanisten,0,0
,2017-12679,2017,257,Ostallgäu,BL-09,Organisation,Partei für Gesundheitsforschung,0,227
,2017-12680,2017,257,Ostallgäu,BL-09,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,325
,2017-12681,2017,257,Ostallgäu,BL-09,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12682,2017,257,Ostallgäu,BL-09,Organisation,DIE EINHEIT,0,0
,2017-12683,2017,257,Ostallgäu,BL-09,Organisation,Die Violetten,0,0
,2017-12684,2017,257,Ostallgäu,BL-09,Organisation,Familien-Partei Deutschlands,0,0
,2017-12685,2017,257,Ostallgäu,BL-09,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12686,2017,257,Ostallgäu,BL-09,Organisation,Mieterpartei,0,0
,2017-12687,2017,257,Ostallgäu,BL-09,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12688,2017,257,Ostallgäu,BL-09,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,596,0
,2017-12689,2017,257,Ostallgäu,BL-09,Organisation,Übrige,0,0
2017-BL-09,2017-12690,2017,BL-09,Bayern,D-99,Statistik,Wahlberechtigte,9522371,9522371
,2017-12691,2017,BL-09,Bayern,D-99,Statistik,Wähler,7441006,7441006
,2017-12692,2017,BL-09,Bayern,D-99,Statistik,Ungültige,69317,47796
,2017-12693,2017,BL-09,Bayern,D-99,Statistik,Gültige,7371689,7393210
,2017-12694,2017,BL-09,Bayern,D-99,Organisation,Christlich Demokratische Union Deutschlands,0,0
,2017-12695,2017,BL-09,Bayern,D-99,Organisation,Sozialdemokratische Partei Deutschlands,1336404,1130931
,2017-12696,2017,BL-09,Bayern,D-99,Organisation,DIE LINKE,384368,450803
,2017-12697,2017,BL-09,Bayern,D-99,Organisation,BÜNDNIS 90/DIE GRÜNEN,661356,722116
,2017-12698,2017,BL-09,Bayern,D-99,Organisation,Christlich-Soziale Union in Bayern e.V.,3255487,2869688
,2017-12699,2017,BL-09,Bayern,D-99,Organisation,Freie Demokratische Partei,477884,751248
,2017-12700,2017,BL-09,Bayern,D-99,Organisation,Alternative für Deutschland,773542,916300
,2017-12701,2017,BL-09,Bayern,D-99,Organisation,Piratenpartei Deutschland,10421,26866
,2017-12702,2017,BL-09,Bayern,D-99,Organisation,Nationaldemokratische Partei Deutschlands,583,20611
,2017-12703,2017,BL-09,Bayern,D-99,Organisation,FREIE WÄHLER,250119,199198
,2017-12704,2017,BL-09,Bayern,D-99,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,66218
,2017-12705,2017,BL-09,Bayern,D-99,Organisation,Ökologisch-Demokratische Partei,119103,68365
,2017-12706,2017,BL-09,Bayern,D-99,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",13205,51607
,2017-12707,2017,BL-09,Bayern,D-99,Organisation,Bayernpartei,62622,58037
,2017-12708,2017,BL-09,Bayern,D-99,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12709,2017,BL-09,Bayern,D-99,Organisation,Partei der Vernunft,0,0
,2017-12710,2017,BL-09,Bayern,D-99,Organisation,Marxistisch-Leninistische Partei Deutschlands,2309,2213
,2017-12711,2017,BL-09,Bayern,D-99,Organisation,Bürgerrechtsbewegung Solidarität,2130,1284
,2017-12712,2017,BL-09,Bayern,D-99,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12713,2017,BL-09,Bayern,D-99,Organisation,DIE RECHTE,0,0
,2017-12714,2017,BL-09,Bayern,D-99,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12715,2017,BL-09,Bayern,D-99,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,0
,2017-12716,2017,BL-09,Bayern,D-99,Organisation,"bergpartei, die überpartei",0,0
,2017-12717,2017,BL-09,Bayern,D-99,Organisation,Bündnis Grundeinkommen,0,10394
,2017-12718,2017,BL-09,Bayern,D-99,Organisation,DEMOKRATIE IN BEWEGUNG,0,12073
,2017-12719,2017,BL-09,Bayern,D-99,Organisation,Deutsche Kommunistische Partei,0,1213
,2017-12720,2017,BL-09,Bayern,D-99,Organisation,Deutsche Mitte,0,12689
,2017-12721,2017,BL-09,Bayern,D-99,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12722,2017,BL-09,Bayern,D-99,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12723,2017,BL-09,Bayern,D-99,Organisation,Magdeburger Gartenpartei,0,0
,2017-12724,2017,BL-09,Bayern,D-99,Organisation,Menschliche Welt,0,0
,2017-12725,2017,BL-09,Bayern,D-99,Organisation,Partei der Humanisten,0,0
,2017-12726,2017,BL-09,Bayern,D-99,Organisation,Partei für Gesundheitsforschung,0,9529
,2017-12727,2017,BL-09,Bayern,D-99,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,13391
,2017-12728,2017,BL-09,Bayern,D-99,Organisation,Bündnis C - Christen für Deutschland,358,0
,2017-12729,2017,BL-09,Bayern,D-99,Organisation,DIE EINHEIT,0,0
,2017-12730,2017,BL-09,Bayern,D-99,Organisation,Die Violetten,670,0
,2017-12731,2017,BL-09,Bayern,D-99,Organisation,Familien-Partei Deutschlands,0,0
,2017-12732,2017,BL-09,Bayern,D-99,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12733,2017,BL-09,Bayern,D-99,Organisation,Mieterpartei,0,0
,2017-12734,2017,BL-09,Bayern,D-99,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12735,2017,BL-09,Bayern,D-99,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,2458,0
,2017-12736,2017,BL-09,Bayern,D-99,Organisation,Übrige,18670,0
2017-258,2017-12737,2017,258,Stuttgart I,BL-08,Statistik,Wahlberechtigte,194368,194368
,2017-12738,2017,258,Stuttgart I,BL-08,Statistik,Wähler,160834,160834
,2017-12739,2017,258,Stuttgart I,BL-08,Statistik,Ungültige,1157,849
,2017-12740,2017,258,Stuttgart I,BL-08,Statistik,Gültige,159677,159985
,2017-12741,2017,258,Stuttgart I,BL-08,Organisation,Christlich Demokratische Union Deutschlands,51118,46243
,2017-12742,2017,258,Stuttgart I,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,20512,23350
,2017-12743,2017,258,Stuttgart I,BL-08,Organisation,DIE LINKE,10409,14830
,2017-12744,2017,258,Stuttgart I,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,47430,31283
,2017-12745,2017,258,Stuttgart I,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-12746,2017,258,Stuttgart I,BL-08,Organisation,Freie Demokratische Partei,13399,26203
,2017-12747,2017,258,Stuttgart I,BL-08,Organisation,Alternative für Deutschland,10646,11455
,2017-12748,2017,258,Stuttgart I,BL-08,Organisation,Piratenpartei Deutschland,1438,1006
,2017-12749,2017,258,Stuttgart I,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,114
,2017-12750,2017,258,Stuttgart I,BL-08,Organisation,FREIE WÄHLER,0,480
,2017-12751,2017,258,Stuttgart I,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,1576,1063
,2017-12752,2017,258,Stuttgart I,BL-08,Organisation,Ökologisch-Demokratische Partei,721,528
,2017-12753,2017,258,Stuttgart I,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",1755,1602
,2017-12754,2017,258,Stuttgart I,BL-08,Organisation,Bayernpartei,0,0
,2017-12755,2017,258,Stuttgart I,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12756,2017,258,Stuttgart I,BL-08,Organisation,Partei der Vernunft,0,0
,2017-12757,2017,258,Stuttgart I,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,215,144
,2017-12758,2017,258,Stuttgart I,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,86,0
,2017-12759,2017,258,Stuttgart I,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12760,2017,258,Stuttgart I,BL-08,Organisation,DIE RECHTE,0,14
,2017-12761,2017,258,Stuttgart I,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12762,2017,258,Stuttgart I,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,203
,2017-12763,2017,258,Stuttgart I,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-12764,2017,258,Stuttgart I,BL-08,Organisation,Bündnis Grundeinkommen,0,404
,2017-12765,2017,258,Stuttgart I,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,432
,2017-12766,2017,258,Stuttgart I,BL-08,Organisation,Deutsche Kommunistische Partei,0,53
,2017-12767,2017,258,Stuttgart I,BL-08,Organisation,Deutsche Mitte,0,250
,2017-12768,2017,258,Stuttgart I,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12769,2017,258,Stuttgart I,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12770,2017,258,Stuttgart I,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-12771,2017,258,Stuttgart I,BL-08,Organisation,Menschliche Welt,0,136
,2017-12772,2017,258,Stuttgart I,BL-08,Organisation,Partei der Humanisten,0,0
,2017-12773,2017,258,Stuttgart I,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-12774,2017,258,Stuttgart I,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,222
,2017-12775,2017,258,Stuttgart I,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12776,2017,258,Stuttgart I,BL-08,Organisation,DIE EINHEIT,0,0
,2017-12777,2017,258,Stuttgart I,BL-08,Organisation,Die Violetten,0,0
,2017-12778,2017,258,Stuttgart I,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-12779,2017,258,Stuttgart I,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12780,2017,258,Stuttgart I,BL-08,Organisation,Mieterpartei,0,0
,2017-12781,2017,258,Stuttgart I,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12782,2017,258,Stuttgart I,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-12783,2017,258,Stuttgart I,BL-08,Organisation,Übrige,372,0
2017-259,2017-12784,2017,259,Stuttgart II,BL-08,Statistik,Wahlberechtigte,182501,182501
,2017-12785,2017,259,Stuttgart II,BL-08,Statistik,Wähler,139180,139180
,2017-12786,2017,259,Stuttgart II,BL-08,Statistik,Ungültige,1343,1153
,2017-12787,2017,259,Stuttgart II,BL-08,Statistik,Gültige,137837,138027
,2017-12788,2017,259,Stuttgart II,BL-08,Organisation,Christlich Demokratische Union Deutschlands,46166,40109
,2017-12789,2017,259,Stuttgart II,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,25469,23458
,2017-12790,2017,259,Stuttgart II,BL-08,Organisation,DIE LINKE,12321,12553
,2017-12791,2017,259,Stuttgart II,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,21850,21071
,2017-12792,2017,259,Stuttgart II,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-12793,2017,259,Stuttgart II,BL-08,Organisation,Freie Demokratische Partei,11903,19210
,2017-12794,2017,259,Stuttgart II,BL-08,Organisation,Alternative für Deutschland,14345,14899
,2017-12795,2017,259,Stuttgart II,BL-08,Organisation,Piratenpartei Deutschland,1354,991
,2017-12796,2017,259,Stuttgart II,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,181
,2017-12797,2017,259,Stuttgart II,BL-08,Organisation,FREIE WÄHLER,0,561
,2017-12798,2017,259,Stuttgart II,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,1807,1286
,2017-12799,2017,259,Stuttgart II,BL-08,Organisation,Ökologisch-Demokratische Partei,613,382
,2017-12800,2017,259,Stuttgart II,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",1549,1394
,2017-12801,2017,259,Stuttgart II,BL-08,Organisation,Bayernpartei,0,0
,2017-12802,2017,259,Stuttgart II,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12803,2017,259,Stuttgart II,BL-08,Organisation,Partei der Vernunft,0,0
,2017-12804,2017,259,Stuttgart II,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,347,253
,2017-12805,2017,259,Stuttgart II,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,113,0
,2017-12806,2017,259,Stuttgart II,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12807,2017,259,Stuttgart II,BL-08,Organisation,DIE RECHTE,0,27
,2017-12808,2017,259,Stuttgart II,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12809,2017,259,Stuttgart II,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,254
,2017-12810,2017,259,Stuttgart II,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-12811,2017,259,Stuttgart II,BL-08,Organisation,Bündnis Grundeinkommen,0,403
,2017-12812,2017,259,Stuttgart II,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,284
,2017-12813,2017,259,Stuttgart II,BL-08,Organisation,Deutsche Kommunistische Partei,0,43
,2017-12814,2017,259,Stuttgart II,BL-08,Organisation,Deutsche Mitte,0,307
,2017-12815,2017,259,Stuttgart II,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12816,2017,259,Stuttgart II,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12817,2017,259,Stuttgart II,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-12818,2017,259,Stuttgart II,BL-08,Organisation,Menschliche Welt,0,149
,2017-12819,2017,259,Stuttgart II,BL-08,Organisation,Partei der Humanisten,0,0
,2017-12820,2017,259,Stuttgart II,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-12821,2017,259,Stuttgart II,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,150
,2017-12822,2017,259,Stuttgart II,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12823,2017,259,Stuttgart II,BL-08,Organisation,DIE EINHEIT,0,0
,2017-12824,2017,259,Stuttgart II,BL-08,Organisation,Die Violetten,0,0
,2017-12825,2017,259,Stuttgart II,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-12826,2017,259,Stuttgart II,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12827,2017,259,Stuttgart II,BL-08,Organisation,Mieterpartei,0,0
,2017-12828,2017,259,Stuttgart II,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12829,2017,259,Stuttgart II,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-12830,2017,259,Stuttgart II,BL-08,Organisation,Übrige,0,0
2017-260,2017-12831,2017,260,Böblingen,BL-08,Statistik,Wahlberechtigte,245678,245678
,2017-12832,2017,260,Böblingen,BL-08,Statistik,Wähler,196557,196557
,2017-12833,2017,260,Böblingen,BL-08,Statistik,Ungültige,2271,1657
,2017-12834,2017,260,Böblingen,BL-08,Statistik,Gültige,194286,194900
,2017-12835,2017,260,Böblingen,BL-08,Organisation,Christlich Demokratische Union Deutschlands,75323,68991
,2017-12836,2017,260,Böblingen,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,38053,30296
,2017-12837,2017,260,Böblingen,BL-08,Organisation,DIE LINKE,9715,10434
,2017-12838,2017,260,Böblingen,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,23206,24746
,2017-12839,2017,260,Böblingen,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-12840,2017,260,Böblingen,BL-08,Organisation,Freie Demokratische Partei,24867,29510
,2017-12841,2017,260,Böblingen,BL-08,Organisation,Alternative für Deutschland,21842,22874
,2017-12842,2017,260,Böblingen,BL-08,Organisation,Piratenpartei Deutschland,0,1028
,2017-12843,2017,260,Böblingen,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,487
,2017-12844,2017,260,Böblingen,BL-08,Organisation,FREIE WÄHLER,0,1429
,2017-12845,2017,260,Böblingen,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1361
,2017-12846,2017,260,Böblingen,BL-08,Organisation,Ökologisch-Demokratische Partei,0,518
,2017-12847,2017,260,Böblingen,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1262
,2017-12848,2017,260,Böblingen,BL-08,Organisation,Bayernpartei,0,0
,2017-12849,2017,260,Böblingen,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12850,2017,260,Böblingen,BL-08,Organisation,Partei der Vernunft,0,0
,2017-12851,2017,260,Böblingen,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,346,157
,2017-12852,2017,260,Böblingen,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-12853,2017,260,Böblingen,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12854,2017,260,Böblingen,BL-08,Organisation,DIE RECHTE,0,55
,2017-12855,2017,260,Böblingen,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12856,2017,260,Böblingen,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,371
,2017-12857,2017,260,Böblingen,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-12858,2017,260,Böblingen,BL-08,Organisation,Bündnis Grundeinkommen,0,244
,2017-12859,2017,260,Böblingen,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,336
,2017-12860,2017,260,Böblingen,BL-08,Organisation,Deutsche Kommunistische Partei,0,26
,2017-12861,2017,260,Böblingen,BL-08,Organisation,Deutsche Mitte,0,380
,2017-12862,2017,260,Böblingen,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12863,2017,260,Böblingen,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12864,2017,260,Böblingen,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-12865,2017,260,Böblingen,BL-08,Organisation,Menschliche Welt,0,215
,2017-12866,2017,260,Böblingen,BL-08,Organisation,Partei der Humanisten,0,0
,2017-12867,2017,260,Böblingen,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-12868,2017,260,Böblingen,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,229
,2017-12869,2017,260,Böblingen,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12870,2017,260,Böblingen,BL-08,Organisation,DIE EINHEIT,0,0
,2017-12871,2017,260,Böblingen,BL-08,Organisation,Die Violetten,0,0
,2017-12872,2017,260,Böblingen,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-12873,2017,260,Böblingen,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12874,2017,260,Böblingen,BL-08,Organisation,Mieterpartei,0,0
,2017-12875,2017,260,Böblingen,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12876,2017,260,Böblingen,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-12877,2017,260,Böblingen,BL-08,Organisation,Übrige,934,0
2017-261,2017-12878,2017,261,Esslingen,BL-08,Statistik,Wahlberechtigte,168715,168715
,2017-12879,2017,261,Esslingen,BL-08,Statistik,Wähler,135479,135479
,2017-12880,2017,261,Esslingen,BL-08,Statistik,Ungültige,1361,1094
,2017-12881,2017,261,Esslingen,BL-08,Statistik,Gültige,134118,134385
,2017-12882,2017,261,Esslingen,BL-08,Organisation,Christlich Demokratische Union Deutschlands,53665,44748
,2017-12883,2017,261,Esslingen,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,25697,22579
,2017-12884,2017,261,Esslingen,BL-08,Organisation,DIE LINKE,7853,8361
,2017-12885,2017,261,Esslingen,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,20501,19565
,2017-12886,2017,261,Esslingen,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-12887,2017,261,Esslingen,BL-08,Organisation,Freie Demokratische Partei,11657,18512
,2017-12888,2017,261,Esslingen,BL-08,Organisation,Alternative für Deutschland,14390,14692
,2017-12889,2017,261,Esslingen,BL-08,Organisation,Piratenpartei Deutschland,0,708
,2017-12890,2017,261,Esslingen,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,290
,2017-12891,2017,261,Esslingen,BL-08,Organisation,FREIE WÄHLER,0,992
,2017-12892,2017,261,Esslingen,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1243
,2017-12893,2017,261,Esslingen,BL-08,Organisation,Ökologisch-Demokratische Partei,0,302
,2017-12894,2017,261,Esslingen,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,979
,2017-12895,2017,261,Esslingen,BL-08,Organisation,Bayernpartei,0,0
,2017-12896,2017,261,Esslingen,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12897,2017,261,Esslingen,BL-08,Organisation,Partei der Vernunft,0,0
,2017-12898,2017,261,Esslingen,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,355,171
,2017-12899,2017,261,Esslingen,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-12900,2017,261,Esslingen,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12901,2017,261,Esslingen,BL-08,Organisation,DIE RECHTE,0,27
,2017-12902,2017,261,Esslingen,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12903,2017,261,Esslingen,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,266
,2017-12904,2017,261,Esslingen,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-12905,2017,261,Esslingen,BL-08,Organisation,Bündnis Grundeinkommen,0,223
